id,title,genres,vote_average,release_date,tags,overview
10577,Dracula 2000,Thriller Horror,4.6,2000-12-22,"in the millenium version of this classic gothic horror we find abraham van helsing (plummer), who has tangled with count dracula (butler) in the past, working as an english antiques dealer. simon (miller) is a vampire hunter in training under his apprenticeship. thriller horror vampire dracula bite blood vlad fang vamp the most seductive evil of all time has now been unleashed in ours.","In the millenium version of this classic Gothic horror we find Abraham Van Helsing (Plummer), who has tangled with Count Dracula (Butler) in the past, working as an English antiques dealer. Simon (Miller) is a vampire hunter in training under his apprenticeship."
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Family Comedy,6.1,2014-10-08,"alexander's day begins with gum stuck in his hair, followed by more calamities. though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day. family comedy based on novel job interview bad luck wish one day based on children's book driver's test one day can change everything.","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day."
4348,Pride & Prejudice,Drama Romance,7.7,2005-09-16,"pride & prejudice is a humorous story of love and life among english gentility during the georgian era. mr. bennet is an english gentleman living in hertfordshire with his overbearing wife and five daughters. if mr. bennet dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages. drama romance bachelor beautiful prejudice suitor period drama georgian pride 18th century opposites attract a romance ahead of its time.","Pride & Prejudice is a humorous story of love and life among English gentility during the Georgian era. Mr. Bennet is an English gentleman living in Hertfordshire with his overbearing wife and five daughters. If Mr. Bennet dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages."
78,Blade Runner,Science Fiction Drama Thriller,7.9,1982-06-25,"in the smog-choked dystopian los angeles of 2019, blade runner rick deckard is called out of retirement to terminate a quartet of replicants who have escaped to earth seeking their creator for a way to extend their short life spans. science fiction drama thriller artificial intelligence man vs machine cyborg bounty hunter android dystopia genetics fugitive cyberpunk los angeles tech noir neo-noir man has made his match... now it's his problem.","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans."
11780,Rob Roy,Adventure,6.5,1995-04-13,"in the highlands of scotland in the 1700s, rob roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. when the money is stolen, rob is forced into a robin hood lifestyle to defend his family and honour. adventure scotland biography 18th century highlands violent man honor made him a man. courage made him a hero. history made him a legend.","In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour."
192102,3 Days to Kill,Action Drama Thriller Crime,6.0,2014-02-14,"a dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. but first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town. action drama thriller crime retirement secret service illegal drugs ","A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town."
2001,We Own the Night,Drama Crime Thriller,6.5,2007-05-25,a new york nightclub manager tries to save his brother and father from russian mafia hitmen. drama crime thriller new york father son relationship nightclub gangster two brothers on opposite sides of the law. beyond their differences lies loyalty.,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.
10383,Lost Souls,Horror Thriller,4.5,2000-10-13,"a small group of catholics led by an ailing priest believe that satan intends to become man, just as god did in the person of jesus. the writings of a possessed mental patient lead them to peter kelson, a writer who studies serial killers. they think it's his body satan will occupy. the youngest in the group, a teacher named maya larkin, goes to peter to investigate further and to convince him to believe in the possibility of evil incarnate. other signs come to him as he and maya them take a journey full of strange occurrences, self-discovery, and an ultimate showdown horror thriller pedophilia daughter anti-christ incest ","A small group of Catholics led by an ailing priest believe that Satan intends to become man, just as God did in the person of Jesus. The writings of a possessed mental patient lead them to Peter Kelson, a writer who studies serial killers. They think it's his body Satan will occupy. The youngest in the group, a teacher named Maya Larkin, goes to Peter to investigate further and to convince him to believe in the possibility of Evil incarnate. Other signs come to him as he and Maya them take a journey full of strange occurrences, self-discovery, and an ultimate showdown"
11516,Winged Migration,Documentary,7.0,2001-12-12,"the cameras of jacques perrin fly with migratory birds: geese, storks, cranes. the film begins with spring in north america and the migration to the arctic; the flight is a community event for each species. once in the arctic, it's family time: courtship, nests, eggs, fledglings, and first flight. chicks must soon fly south. bad weather, hunters, and pollution take their toll. then, the cameras go documentary ocean lake bird horse parrot owl ornithology egg flight arctic crab stork pelican ","The cameras of Jacques Perrin fly with migratory birds: geese, storks, cranes. The film begins with spring in North America and the migration to the Arctic; the flight is a community event for each species. Once in the Arctic, it's family time: courtship, nests, eggs, fledglings, and first flight. Chicks must soon fly south. Bad weather, hunters, and pollution take their toll. Then, the cameras go"
10025,Just My Luck,Comedy Drama Family Fantasy Romance,5.8,2006-05-12,"manhattanite ashley is known to many as the luckiest woman around. after a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his. comedy drama family fantasy romance jinx bad luck kiss romantic comedy alcohol abuse celebration envy luck mysterious stranger masquerade everything changed in the wink of an eye.","Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his."
15198,"Mystery, Alaska",Drama Comedy,6.0,1999-10-01,"in mystery, alaska, life revolves around the legendary saturday hockey game at the local pond. but everything changes when the hometown team unexpectedly gets booked in an exhibition match against the new york rangers. when quirky small-towners, slick promoters and millionaire athletes come together. drama comedy sport ice hockey a small town on the outskirts of greatness.","In Mystery, Alaska, life revolves around the legendary Saturday hockey game at the local pond. But everything changes when the hometown team unexpectedly gets booked in an exhibition match against the New York Rangers. When quirky small-towners, slick promoters and millionaire athletes come together."
23172,The Spy Next Door,Action Comedy Family,5.5,2010-01-15,"former cia spy bob ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. and when one of the youngsters accidentally downloads a top-secret formula, bob's longtime nemesis, a russian terrorist, pays a visit to the family. action comedy family duringcreditsstinger spying is easy, babysitting is hard","Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family."
17834,A Simple Wish,Adventure Comedy Family Fantasy,5.5,1997-07-11,"murray is a male fairy godmother, and he is trying to help 8-year-old anabel to fulfil her ""simple wish"" - that her father oliver, who is a cab driver, would win the leading role in a broadway musical. unfortunately, murray's magic wand is broken and the fairies convention is threatened by evil witches claudia and boots. adventure comedy family fantasy magic wish kids fairy godmother anabel made a wish. murray made a mess","Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots."
10016,Ghosts of Mars,Action Horror Science Fiction,4.8,2001-08-24,melanie ballard (natasha henstridge) is a hard nosed police chief in the year 2025. she and a police snatch squad are sent to mars to apprehend a dangerous criminal james williams (ice cube). mars has been occupied by humans for some time and they have set up mining facilities. the mining activities on mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. it soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'. action horror science fiction climbing up a wall hung upside down flashback within a flashback cavern battering ram ghost town terror is the same on any planet.,Melanie Ballard (Natasha Henstridge) is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend a dangerous criminal James Williams (Ice Cube). Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.
10317,Our Brand Is Crisis,Comedy Drama,5.8,2015-09-11,"a feature film based on the documentary ""our brand is crisis"", which focuses on the use of american political campaign strategies in south america. comedy drama bolivia woman political campaign south america year 2002 may the best campaign win.","A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America."
58431,Pride and Prejudice and Zombies,Romance Horror Comedy Thriller,5.5,2016-02-04,"a zombie outbreak has fallen upon the land in this reimagining of jane austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century england. feisty heroine elizabeth bennet (lily james) is a master of martial arts and weaponry and the handsome mr. darcy (sam riley) is a fierce zombie killer, yet the epitome of upper class prejudice. as the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all. romance horror comedy thriller based on novel dystopia shaolin prejudice zombie pride golddigger regency period parson mashup bloody lovely.","A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all."
9746,Kundun,Drama,6.8,1997-12-25,"the tibetans refer to the dalai lama as 'kundun', which means 'the presence'. he was forced to escape from his native home, tibet, when communist china invaded and enforced an oppressive regime upon the peaceful nation. the dalai lama escaped to india in 1959 and has been living in exile in dharamsala ever since. drama buddhism china mountains buddhist monk tibet dalai lama lhasa buddha ","The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since."
13092,How to Lose Friends & Alienate People,Comedy Romance Drama,6.2,2008-10-02,"a british writer struggles to fit in at a high-profile magazine in new york. based on toby young's memoir ""how to lose friends &amp; alienate people"". comedy romance drama failure starlet he's across the pond, and out of his depth.","A British writer struggles to fit in at a high-profile magazine in New York. Based on Toby Young's memoir ""How to Lose Friends &amp; Alienate People""."
59859,Kick-Ass 2,Action Adventure Crime,6.3,2013-07-17,"after kick-ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the colonel stars and stripes. when these amateur superheroes are hunted down by red mist — reborn as the mother fucker — only the blade-wielding hit-girl can prevent their annihilation. action adventure crime crime fighter secret identity marvel comic superhero aftercreditsstinger teen superheroes you can't fight your destiny.","After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation."
13495,Alatriste,Action,5.6,2006-09-01,"in 17th century spain diego alatriste, a brave and heroic soldier, is fighting in his king's army in the flandes region. his best mate, balboa, falls in a trap and, near to death, asks diego to look after his son and teach him to be a soldier. action  ","In 17th century Spain Diego Alatriste, a brave and heroic soldier, is fighting in his King's army in the Flandes region. His best mate, Balboa, falls in a trap and, near to death, asks Diego to look after his son and teach him to be a soldier."
254473,Brick Mansions,Action Crime Drama,5.7,2014-04-22,"in a dystopian detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. surrounding the area is a giant wall to keep the rest of detroit safe. for undercover cop damien collier, every day is a battle against corruption as he struggles to bring his father's killer, tremaine, to justice. meanwhile, damien and an ex-con named lino work together to save the city from a plot to destroy it. action crime drama martial arts atomic bomb ghetto parkour cops remake undercover cop gangster remake of french film undercover and never outgunned","In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it."
700,Octopussy,Adventure Action Thriller,6.2,1983-06-05,james bond is sent to investigate after a fellow “00” agent is found dead with a priceless farberge egg. james bond follows the mystery and uncovers a smuggling scandal and a russian general who wants to provoke a new world war. adventure action thriller atomic bomb eastern block crocodile secret intelligence service kgb snake charmer hot air balloon east berlin british secret service james bond’s all time high.,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.
4964,Knocked Up,Comedy Romance Drama,6.2,2007-06-01,"for fun loving party animal ben stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant. comedy romance drama alcohol one-night stand bed pregnancy and birth condom paternity drug use beard unprotected sex duringcreditsstinger save the due date.","For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant."
10024,My Sister's Keeper,Drama,7.1,2009-06-26,"sara and brian live an idyllic life with their young son and daughter. but their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. the parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing. drama parents kids relationship sister sister relationship court case in vitro fertilisation medical examiner kidney transplant  a tale of life, love, and letting go.","Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing."
13490,Welcome Home Roscoe Jenkins,Comedy Drama,5.7,2008-02-08,"martin lawrence leads an all-star cast, including cedric the entertainer, mo'nique, and mike epps, in the hit comedy ""welcome home roscoe jenkins."" when a celebrated tv show host (lawrence) returns to his hometown in the south, his family is there to remind him that going home is no vacation! it's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its ""over-the-top hilarity!"" (roger moore, orlando sentinel). comedy drama talk show roscoe jenkins aims for the heartstrings and funny bones, a raucous helping of family soul food.","Martin Lawrence leads an all-star cast, including Cedric the Entertainer, Mo'Nique, and Mike Epps, in the hit comedy ""Welcome Home Roscoe Jenkins."" When a celebrated TV show host (Lawrence) returns to his hometown in the South, his family is there to remind him that going home is no vacation! It's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its ""over-the-top hilarity!"" (Roger Moore, Orlando Sentinel)."
15927,A Passage to India,Drama Adventure History,6.9,1984-12-14,"the film is set during the period of growing influence of the indian independence movement in the british raj. it begins with the arrival in india of a british woman, miss adela quested (judy davis), who is joining her fiancé, a city magistrate named ronny heaslop (nigel havers). she and ronny's mother, mrs. moore (peggy ashcroft), befriend an indian doctor, aziz h. ahmed (victor banerjee). drama adventure history doctor india english magistrate 1920s mosque david lean, the director of ""doctor zhivago"", ""lawrence of arabia"" and ""the bridge on the river kwai"", invites you on . .","The film is set during the period of growing influence of the Indian independence movement in the British Raj. It begins with the arrival in India of a British woman, Miss Adela Quested (Judy Davis), who is joining her fiancé, a city magistrate named Ronny Heaslop (Nigel Havers). She and Ronny's mother, Mrs. Moore (Peggy Ashcroft), befriend an Indian doctor, Aziz H. Ahmed (Victor Banerjee)."
1259,Notes on a Scandal,Drama Romance,6.9,2006-12-25,"a veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. however, her intentions with this new ""friend"" also go well beyond platonic friendship. drama romance sex adultery based on novel cat infidelity secret obsession blackmail nudity seduction studio friendship stalker love loneliness teacher conservative student teenager relationship art female stalker extramarital affair journal sitting on a toilet one woman's secret is another woman's power. one woman's fear is another woman's weapon. one woman's life is in another woman's hands....","A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship."
5125,Rendition,Drama Thriller,6.2,2007-09-07,"when an egyptian terrorism suspect ""disappears"" on a flight from africa to washington dc, his american wife and a cia analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the us. drama thriller anti terror terror cia loss of son police brutality terrorist loss of brother war against terror kidnapping intelligence despair inhumanity senator plo civil rights activist hijacking terror cell loss of husband politics politician government loss of daughter torture by the police torture cruelty american surveillance what if someone you love...just disappeared?","When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US."
174,Star Trek VI: The Undiscovered Country,Science Fiction Action Adventure Thriller,6.7,1991-12-05,"on the eve of retirement, kirk and mccoy are charged with assassinating the klingon high chancellor and imprisoned. the enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace. science fiction action adventure thriller farewell federation starfleet peace conference uss enterprise-a rura penthe court case peace contract plan klingon space opera the battle for peace has begun.","On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace."
9583,Divine Secrets of the Ya-Ya Sisterhood,Comedy Drama Romance,5.6,2002-06-07,"a mother and daughter dispute is resolved by the ""yaya sisterhood"" - long time friends of the mother. comedy drama romance secret society conciliation marriage mother daughter relationship playwright family feud woman director the secret is out.","A mother and daughter dispute is resolved by the ""Yaya sisterhood"" - long time friends of the mother."
9437,Kiss the Girls,Drama Mystery Thriller Crime,6.2,1997-10-03,"forensic psychologist alex cross travels to north carolina and teams with escaped kidnap victim kate mctiernan to hunt down ""casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. the trail leads to los angeles, where the duo discovers that the psychopath may not be working alone. drama mystery thriller crime washington d.c. covered investigation investigation north carolina missing person smart girls. pretty girls. missing girls.","Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone."
525,The Blues Brothers,Music Comedy Action Crime,7.5,1980-06-17,"jake blues is just out of jail, and teams up with his brother, elwood on a 'mission from god' to raise funds for the orphanage in which they grew up. the only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there. music comedy action crime dancing prison chicago country music nun jazz car journey blues nazis music concert music instrument children's home shopping mall orphanage winnebago church sunglasses parole car chase music band loudspeaker saturday night live wrigley field holiday inn they'll never get caught. they're on a mission from god.","Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there."
10188,The Sisterhood of the Traveling Pants 2,Adventure Comedy Drama Family,6.0,2008-08-06,"four young women continue the journey toward adulthood that began with ""the sisterhood of the traveling pants."" now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other. adventure comedy drama family female friendship best friend summer vacation woman director young adult some friends just fit together.","Four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants."" Now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other."
63574,Joyful Noise,Comedy Music,6.7,2012-01-13,"g.g. sparrow faces off with her choir's newly appointed director, vi rose hill, over the group's direction as they head into a national competition. comedy music  dream a whole lot louder","G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition."
245,About a Boy,Drama Comedy Romance,6.6,2002-04-26,"will freeman is a hip londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. but will's hope of a continued bachelorhood is interrupted when he meets 12-year old marcus, in many ways his complete opposite. drama comedy romance london england rock and roll single parent rap music bachelor becoming an adult friendship single one ordinary couple. one little white lie.","Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite."
9825,Lake Placid,Horror Comedy Action Science Fiction Thriller,5.5,1999-07-15,"when a man is eaten alive by an unknown creature, the local game warden teams up with a paleontologist from new york to find the beast. add to the mix an eccentric philanthropist with a penchant for ""crocs"", and here we go! this quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people! horror comedy action science fiction thriller diving sheriff lake crocodile deputy paleontologist cow maine decapitation severed head scientist remote tooth bear attack campfire severed toe torso cut in half giant crocodile crocodile attack animal horror you'll never know what bit you.","When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!"
186,Lucky Number Slevin,Drama Thriller Crime Mystery,7.4,2006-02-24,"slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. under constant watch, slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. a film with many twists and turns. drama thriller crime mystery assassination assassin identity sniper mistake in person jew gangster boss gambling debts boss murder sniper rifle fbi agent horse racing gambler slevin caso hoodlum black men wrong time. wrong place. wrong number.","Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns."
9549,The Right Stuff,Drama History,7.3,1983-10-20,"a chronicle of the original mercury astronauts in the formation of america's space program: alan shepherd, the first american in space; gus grissom, the benighted astronaut for whom nothing works out as planned; john glenn, the straight-arrow 'boy scout' of the bunch who was the first american to orbit the earth; and the remaining pilots: deke slayton, scott carpenter and wally schirra. drama history cold war pilot space travel politics historical figure flight astronaut space race sound barrier how the future began.","A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter and Wally Schirra."
61891,Anonymous,Drama History Thriller,6.3,2011-10-21,"set against the backdrop of the succession of queen elizabeth i, and the essex rebellion against her, the story advances the theory that it was in fact edward de vere, earl of oxford who penned shakespeare's plays. drama history thriller shakespeare anonymity poet play political duringcreditsstinger false history was shakespeare a fraud?","Set against the backdrop of the succession of Queen Elizabeth I, and the Essex Rebellion against her, the story advances the theory that it was in fact Edward De Vere, Earl of Oxford who penned Shakespeare's plays."
34584,The NeverEnding Story,Drama Family Fantasy Adventure,7.0,1984-04-05,"while hiding from bullies in his school's attic, a young boy discovers the extraordinary land of fantasia, through a magical book called the neverending story. the book tells the tale of atreyu, a young warrior who, with the help of a luck dragon named falkor, must save fantasia from the destruction of the nothing. drama family fantasy adventure based on novel fictional place wolf mythology magic horse book fairy tale bully school talking animal reading book store fantasy world giant gnome quest a boy who needs a friend finds a world that needs a hero in a land beyond imagination!","While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing."
2666,Dark City,Mystery Science Fiction,7.2,1998-02-27,"a man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans. mystery science fiction soul sleep manipulation future dystopia chaos memory duel parallel world tech noir matrix neo-noir retrofuturism a world where the night never ends.","A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans."
12783,The Duchess,Drama History Romance,6.7,2008-09-05,"a chronicle of the life of 18th century aristocrat georgiana, duchess of devonshire, who was reviled for her extravagant political and personal life. drama history romance england adultery duke gambling debts marriage crisis based on the incredible true story.","A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life."
13155,Return to Oz,Adventure Family Fantasy,6.7,1985-06-21,"dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies. adventure family fantasy wizard of oz an all-new adventure down the yellow brick road.","Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies."
42807,The Newton Boys,Crime Action Drama,5.9,1998-03-26,"four newton brothers are a poor farmer family in the 1920s. the oldest of them, willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. soon the family agrees. they become very famous robbers, and five years later execute the greatest train robbery in american history. crime action drama bank robber crime spree western u.s. four brothers. four criminals. for the money... they would stop at nothing.","Four Newton brothers are a poor farmer family in the 1920s. The oldest of them, Willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers, and five years later execute the greatest train robbery in American history."
28355,Case 39,Horror Mystery Thriller,6.1,2009-08-13,"in her many years as a social worker, emily jenkins believes she has seen it all, until she meets 10-year-old lilith and the girl's cruel parents. emily's worst fears are confirmed when the parents try to harm the child, and so emily assumes custody of lilith while she looks for a foster family. however, emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect lilith, the more horrors she encounters. horror mystery thriller child abuse detective social worker supernatural murder mental institution youth violence danger cityscape drawn falling elevator pier psychological deadly mind and soul supernatural ability some cases should  never be opened.","In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters."
8080,Suspect Zero,Crime Thriller,5.5,2004-08-27,"a killer is on the loose, and an fbi agent sifts through clues and learns that the bloodthirsty felon's victims of choice are other serial killers. crime thriller serial killer who's next?","A killer is on the loose, and an FBI agent sifts through clues and learns that the bloodthirsty felon's victims of choice are other serial killers."
5126,Martian Child,Drama,6.8,2007-11-02,"a recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from mars. drama underdog adoption education adoptive father childhood trauma alienation alien doesn't matter where you come from, as long as you find where you belong!","A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars."
56288,Spy Kids: All the Time in the World,Family Comedy Action,4.4,2011-08-18,"eight years after the third film, the oss has become the world's top spy agency, while the spy kids department has since become defunct. a retired spy marissa (jessica alba) is thrown back into the action along with her stepchildren when a maniacal timekeeper (jeremy piven) attempts to take over the world. in order to save the world, rebecca (rowan blanchard) and cecil (mason cook) must team up with their hated stepmother. carmen and juni have since also grown up and will provide gadgets to them. family comedy action spy child hero secret agent espionage ","Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them."
303858,Money Monster,Thriller,6.5,2016-05-12,financial tv host lee gates and his producer patty are put in an extreme situation when an irate investor takes over their studio. thriller bomb sniper tv show hostage drama police hostage-taking new york city stock market stock fraud woman director tv studio not every conspiracy is a theory.,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.
